movie,review
selma,"  ""The greatest movie about MLK, Jr.!!!!!!!!!!!!!!!!!!!!!!!!!!!!  ""Very boring. Didn""t reach the end.  ""What did I think of Selma? Check out my review below:\nhttps://open.spotify.com/episode/7pecRmf5m03bcMIOfN2G3g?si=uF9YQhu7RTiPbrUOTLguMQ  ""Outstanding everyone needs to see this"
boyhood,"  ""Filmed over twelve years with the same cast, Boyhood is an engaging, poignant, and beautifully-crafted film.  ""A good film but kind of made me feel depressed about life...  ""“How do I make a crappy lifetime movie script better?” Richard Linklater: “Make ‘em wait.”   ""There is not so much to say about this drama except that its a masterpiece and that is really touching. Def a must see movie"
the_babadook,"  ""I""m getting so obsessed with maternal horror.  ""Boring as hell. Why is it so popular and highly ranked?"
the_lego_movie,"  ""one of my favorite movies and very creative  ""One of my favorite movies and very creative"
whiplash_2014,"  ""This movie has amazing performances. Miles Teller is very overlooked in this movie, he deserves so much more creds.  ""A subtle reminder that some never surrender."
nightcrawler,"  ""Could have been better; good performance from Gyllenhaal  ""Thrilling and perfect."
life_itself,"  ""So insignificant! This was rated high? What kind of audience do we have here? IQ=30?  ""Seriously, how meta is this review. \nHonestly though, I give this 4 Eberts and a Siskel.  ""This was a laugh out loud, cry your eyes out brilliant movie!"
birdman_2014,"  ""haah it funny because michael keaton batman and also the spider vulture???  ""A los cinefilos les gusta mucho esta peli"
guardians_of_the_galaxy," Awesome Entertainer. Watched it like thousand times  ""Top 5 marvel films \nFunny and likeable characters mostly  ""Perfect casting and great character portrayal mixed with a Marvel touch."
the_grand_budapest_hotel," REALLY aesthetically pleasing. Also a great story.  ""Very different than what I’m used to watching, but very good still.   ""symmetry and colors. \nfun characters & comedy.  ""Muy graciosa, entretenida y con una fotografía muy cuidada. Recomendada"
mr_turner,"  ""I generally agree with the critics, but this movies was extremely boring  ""A very underwhelming and boring biopic.  ""interesting story of this master painter, but, not very exciting"
live_die_repeat_edge_of_tomorrow,"  ""so good the story and the action is so entertaining  ""Amazing movie, top 5.  ""Special Effects: 1,0/Sound Effects: 1,0/Acting: 1,0/Story: 2,0"
snowpiercer," Completely illogical, almost nothing in it made sense.  ""I found the movie brainless, trite, and ridiculous.  ""Social Criticism is the goal of this movie and is just awesome  ""Compelling, ambitious, well-performed, and intense."
two_days_one_night," Well done; timely for current times; unsure if it has broad appeal despite attempt at being universal in theme  ""I love Cotillard  and she is as good as ever. However there wasn""t enough story for me to become invested. Deeply uninteresting film.  ""Great drama.  Marion Cotillard is great."
gloria_2012,"  ""Terrible. A complete disappointment.  and I will not be shut away. Point taken, but not exciting cinema."
x_men_days_of_future_past,"  ""One of the best comic book movies to date.  ""I remember watching this movie for the first time, and I didn""t understand a single sh#t!  ""An incredible movie that takes the mistakes of the previous films and makes them better."
the_tale_of_the_princess_kaguya,"  ""simple, magical and beautiful  ""It""s very slow. 5.2/10  ""The best of the best"
starred_up," Prison movie at it""s best  ""Intense and compassionate look at troubled men.  ""This actor can make great films like Eden lake & this flick.  ""A must see film, hard to stomach, brutal."
dawn_of_the_planet_of_the_apes,"  ""Monke ‼️‼️‼️‼️‼️‼️‼️  ""Merecia o oscar de melhor filme e de melhor diretor e melhor efeitos visuais."
leviafan," A striking drama that depicts with an uncompromising eye the emotional and social misery of remote regions in Russia  ""A movie about awful people doing awful things. There is not redeeming value no matter how well the actors do it.  ""A movie about corruption, injustice and uncertainty. Zviagynstev loves uncertainty and keeping answers. Pacing was a big problem to keep invested at all times."
captain_america_the_winter_soldier_2014," This is the best standalone marvel movie that exists.  ""The first time i saw this..... I just said..... WOW!!!!  ""One of the best, if not THE BEST movie in the MCU.   ""The best MCU Film? Yes!!"
jodorowskys_dune,"  ""crap"
song_of_the_sea_2014,"  ""Exceptional storytelling and breathtaking animation. Highly recommended for all lovers of visual art, mythology, and fantasy.  ""Serenade beauty of the sea in the world. 👍"
ida_2013,"  ""One of the most beautiful movies I have ever seen.  ""Fantastic cinematography!"
gone_girl, Amo esta pelicula. La vi miles de veces amo mucho
the_missing_picture,"  ""http://filmreviewsnsuch.blogspot.com/2015/07/the-missing-picture.html  ""Found this autobiography compelling."
citizenfour," Very informative. I like its rawness in the film-making.  ""This film was almost good.  ""I have watched this movie a few times. Watching it again on Netflix just to review."
blue_ruin," Epic revenge movie: keeps you on the edge of your seat for the whole ride  ""Very thrilling.. slow but nerve racking  ""A movie that doesn""t sugarcoat revenge and plays it straightforward. Haven""t seen a movie do this. Powerful movie."
the_lunchbox," Utterly brilliant, a perfect film.  ""Indeed an experience."
we_are_the_best," About a person that although maybe entitled validly seeks for a sense of identity and people she can share that which she sees herself in, kinda beautiful, might remind you of yourself at such an age.  ""A very good movie about kids growing up and learning that you need to be yourself and not to be afraid of anything.  ""A cracking coming-of-age punk rock girl power slice of 80""s nostalgia."
ilo_ilo,"  ""I like this movie, such a  strange feeling  ""***UNBELIEVABLE TASTE... I CAN""T BELIEVE IT""S NOT BUTTER! ***  ""/B/ Interesting slice of life from a different culture.  ""I REALLY wanted to like it, but the kid was SUCH A  BRAT!!"
elaine_stritch_shoot_me_2013,"  ""She was a force of nature.  ""Si hubiera  visto  sus actuaciones entenderÃ\xada  mas.."
a_girl_walks_home_alone_at_night,"  ""Quietly powerful, mesmerizing, original.  sort of"
ernest_and_celestine,"  """"Every frame a painting  ""It""s a bit boring for me."
the_imitation_game," Crack Enigma to Win.. A well executed story and Benedict Cumberbatch nails the role of Alan turing.  ""The Imitation Game has many thoughtful moments in addition to portraying the life of someone not so well-known in addition to demonstrating the sharp differences in values \u200b\u200bof the time.  ""This history/drama movie is a very goo recreation of the events surrounding the german Enigma machine story. It has an envolving, sad and true to reality plot.  ""I thought for sure I had already rated this film. Strange, because it""s one of my favorites. Didn""t appreciate the digs at faith, but the story is a strong and compelling one."
force_majeure_2014,"  ""Slow burn psychological drama that reveals the impact of gender on a married couple  ""Unspeakably boring and pointless.  ""It""s a good movie, a bit slow and long, but with a big message."
love_is_strange_2014,"  ""Nice and delightful.  ""This film is really strange."
locke,"  ""You know when you""re in public sites and you overhear some boring conversation, it""s worse than that, don""t bother watching.  ""Tom Hardy delivers a compelling performance in this fresh film showing the power of indie cinema.  ""A fine acting showcase, but altogether pretty forgettable.  ""Tom Hardy knocks it out of the park.  Very unique movie, all takes place in his car"
the_overnighters,"  ""Absolutely stunning.  ""Powerful, heartbreaking stuff.  ""Both depressing and uplifting, with a stunner of an ending."
wild_2014,"  ""Great movie. Reese is a star  ""Excellent Reese Witherspoon performance, which caught me off guard.  ""A powerful central performance helps but the story is just not interesting."
summers_tale,"  ""french movies has something unique  ""Love me some damn Rohmer  ""50 shades of Gaspard."
big_hero_6,"  ""6.3/10 — ""Okay""/""Decent""/""Watchable""\n\n-(Seen on 2/15/21)  ""This is a cool movie."
keep_on_keepin_on,"  ""One for all ages. Soulful.  ""Magnificent and inspirational.  ""awesome inspirational doc"
nas_time_is_illmatic_2014,"  ""A good movie to watch https://kinoferma.top/podborka-filmov/14467-25-samyh-luchshih-eroticheskih-filmov-kinoferma.html  ""I LOVE IT because ITS convenient  ""Excellent! Well put together"
finding_vivian_maier,"  ""A fascinating woman, compelling doco.  ""An ambitious investigative doc that uncovers a fascinating enigma of art and artist."
how_to_train_your_dragon_2,"  ""Í líke the bewilderbeast 9-10  ""A very emotional film. Great story and great action.  ""Maany respects for the compact scenario and for the amazing outcome.  ""This movie is amazing yay"
frank_2014,"  ""Quirky and fun depiction of the creative process."
20000_days_on_earth,"  ""Nick, can do what he wants."
pride_2014,"  ""Great movie. Had no idea this actually happened.  ""Heart warming and believable."
manakamana,"  ""Transcendence in mundanity."
stranger_by_the_lake,"  ""Pros: good dicks, hot men.\nCons: flaccid story, not so hot men."
particle_fever," Was hoping to learn a bit more about what they were studying with this documentary, instead the movie is just about them talking about themselves. Very boring.  ""Brilliant story with brilliant people. Moreover, Robert Miller does a brilliant job scoring this film.  ""Intriguing and captivating documentary. Even if you don""t know anything about science you will find it great.  ""Loved this. Telling what could have been a dry story in a very interesting and compelling way."
